"trip_id","route_id","stop_id","arrival_time","departure_time"
"1606__261025_Timetable_-_2025-02","905","93737","2025-03-22T17:28:41.000Z","2025-03-22T17:28:41.000Z"
"1606__261025_Timetable_-_2025-02","905","93736","2025-03-22T17:29:14.000Z","2025-03-22T17:29:14.000Z"
"1606__261025_Timetable_-_2025-02","905","93735","2025-03-22T17:30:05.000Z","2025-03-22T17:30:05.000Z"
"1606__261025_Timetable_-_2025-02","905","385","2025-03-22T17:30:31.000Z","2025-03-22T17:30:31.000Z"
"1606__261025_Timetable_-_2025-02","905","835","2025-03-22T17:31:06.000Z","2025-03-22T17:31:06.000Z"
"1606__261025_Timetable_-_2025-02","905","836","2025-03-22T17:31:41.000Z","2025-03-22T17:31:41.000Z"
"1606__261025_Timetable_-_2025-02","905","837","2025-03-22T17:32:18.000Z","2025-03-22T17:32:18.000Z"
"1606__261025_Timetable_-_2025-02","905","838","2025-03-22T17:32:47.000Z","2025-03-22T17:32:47.000Z"
"1606__261025_Timetable_-_2025-02","905","839","2025-03-22T17:33:16.000Z","2025-03-22T17:33:16.000Z"
"1606__261025_Timetable_-_2025-02","905","840","2025-03-22T17:34:03.000Z","2025-03-22T17:34:03.000Z"
"1606__261025_Timetable_-_2025-02","905","841","2025-03-22T17:34:29.000Z","2025-03-22T17:34:29.000Z"
"1606__261025_Timetable_-_2025-02","905","691","2025-03-22T17:35:31.000Z","2025-03-22T17:35:31.000Z"
"1606__261025_Timetable_-_2025-02","905","693","2025-03-22T17:36:03.000Z","2025-03-22T17:36:03.000Z"
"1606__261025_Timetable_-_2025-02","905","695","2025-03-22T17:37:05.000Z","2025-03-22T17:37:05.000Z"
"1606__261025_Timetable_-_2025-02","905","697","2025-03-22T17:38:42.000Z","2025-03-22T17:38:42.000Z"
"1606__261025_Timetable_-_2025-02","905","3608","2025-03-22T17:39:08.000Z","2025-03-22T17:39:08.000Z"
"1606__261025_Timetable_-_2025-02","905","2712","2025-03-22T17:39:31.000Z","2025-03-22T17:39:31.000Z"
"1606__261025_Timetable_-_2025-02","905","705","2025-03-22T17:40:28.000Z","2025-03-22T17:40:28.000Z"
"1606__261025_Timetable_-_2025-02","905","3557","2025-03-22T17:40:57.000Z","2025-03-22T17:40:57.000Z"
"1606__261025_Timetable_-_2025-02","905","94276","2025-03-22T17:42:39.000Z","2025-03-22T17:42:39.000Z"
